<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.22	06:00:00	1.07699	1.07720	1.07680	1.07688	1169	0	0
2023.03.22	07:00:00	1.07688	1.07751	1.07672	1.07726	1330	0	0
2023.03.22	08:00:00	1.07725	1.07744	1.07639	1.07668	2191	0	0
2023.03.22	09:00:00	1.07667	1.07719	1.07592	1.07657	4394	0	0
2023.03.22	10:00:00	1.07657	1.07830	1.07651	1.07802	5436	0	0
2023.03.22	11:00:00	1.07804	1.07931	1.07758	1.07867	4254	0	0
2023.03.22	12:00:00	1.07867	1.07948	1.07797	1.07924	3841	0	0
2023.03.22	13:00:00	1.07923	1.07981	1.07883	1.07972	3136	0	0
2023.03.22	14:00:00	1.07972	1.08003	1.07791	1.07819	3996	0	0
2023.03.22	15:00:00	1.07819	1.07895	1.07760	1.07815	3807	0	0
2023.03.22	16:00:00	1.07815	1.07985	1.07758	1.07953	3976	0	0
2023.03.22	17:00:00	1.07953	1.07958	1.07835	1.07913	3782	0	0
2023.03.22	18:00:00	1.07913	1.08005	1.07885	1.07989	2867	0	0
2023.03.22	19:00:00	1.07989	1.07998	1.07899	1.07935	2895	0	0
2023.03.22	20:00:00	1.07939	1.09125	1.07930	1.08808	18566	0	0
2023.03.22	21:00:00	1.08807	1.08929	1.08525	1.08656	13771	0	0
2023.03.22	22:00:00	1.08654	1.08656	1.08547	1.08593	2070	0	0
2023.03.22	23:00:00	1.08541	1.08594	1.08508	1.08574	479	0	8
2023.03.23	00:00:00	1.08574	1.08644	1.08569	1.08579	1561	0	2
2023.03.23	01:00:00	1.08579	1.08718	1.08579	1.08689	1902	0	1
2023.03.23	02:00:00	1.08692	1.08837	1.08685	1.08835	3182	0	0
2023.03.23	03:00:00	1.08835	1.08883	1.08791	1.08863	2790	0	0
2023.03.23	04:00:00	1.08863	1.08990	1.08822	1.08956	3044	0	0
2023.03.23	05:00:00	1.08957	1.09056	1.08931	1.09009	2923	0	0
2023.03.23	06:00:00	1.09008	1.09043	1.08949	1.09037	2085	0	0
2023.03.23	07:00:00	1.09037	1.09114	1.09021	1.09047	2913	0	0
2023.03.23	08:00:00	1.09047	1.09299	1.09035	1.09152	4001	0	0
2023.03.23	09:00:00	1.09153	1.09269	1.09004	1.09062	6106	0	0
2023.03.23	10:00:00	1.09063	1.09105	1.08913	1.08998	6983	0	0
2023.03.23	11:00:00	1.08998	1.09038	1.08807	1.08858	5537	0	0
2023.03.23	12:00:00	1.08858	1.08859	1.08669	1.08772	4136	0	0
2023.03.23	13:00:00	1.08772	1.08805	1.08698	1.08759	3752	0	0
2023.03.23	14:00:00	1.08758	1.08939	1.08697	1.08734	7021	0	0
2023.03.23	15:00:00	1.08734	1.08931	1.08730	1.08870	5799	0	0
2023.03.23	16:00:00	1.08871	1.08952	1.08807	1.08914	5454	0	0
2023.03.23	17:00:00	1.08914	1.09079	1.08836	1.08900	5321	0	0
2023.03.23	18:00:00	1.08899	1.08988	1.08835	1.08956	4869	0	0
2023.03.23	19:00:00	1.08956	1.08956	1.08642	1.08688	3776	0	0
2023.03.23	20:00:00	1.08688	1.08768	1.08278	1.08418	5274	0	0
2023.03.23	21:00:00	1.08420	1.08534	1.08242	1.08401	8951	0	0
2023.03.23	22:00:00	1.08400	1.08409	1.08310	1.08323	1686	0	0
2023.03.23	23:00:00	1.08316	1.08349	1.08292	1.08320	1518	0	9
2023.03.24	00:00:00	1.08320	1.08384	1.08270	1.08314	1403	0	1
2023.03.24	01:00:00	1.08314	1.08358	1.08312	1.08346	1689	0	1
2023.03.24	02:00:00	1.08347	1.08349	1.08246	1.08326	2900	0	0
2023.03.24	03:00:00	1.08326	1.08351	1.08205	1.08250	4943	0	0
2023.03.24	04:00:00	1.08250	1.08283	1.08199	1.08206	3389	0	0
2023.03.24	05:00:00	1.08206	1.08287	1.08173	1.08287	2044	0	0
2023.03.24	06:00:00	1.08287	1.08343	1.08232	1.08343	2337	0	0
2023.03.24	07:00:00	1.08342	1.08372	1.08309	1.08336	2572	0	0
2023.03.24	08:00:00	1.08336	1.08354	1.08246	1.08248	2542	0	0
2023.03.24	09:00:00	1.08248	1.08352	1.08229	1.08282	3909	0	0
2023.03.24	10:00:00	1.08281	1.08311	1.07680	1.07802	10681	0	0
2023.03.24	11:00:00	1.07802	1.07909	1.07215	1.07258	9016	0	0
2023.03.24	12:00:00	1.07258	1.07426	1.07214	1.07278	9769	0	0
2023.03.24	13:00:00	1.07279	1.07483	1.07124	1.07384	6256	0	0
2023.03.24	14:00:00	1.07383	1.07523	1.07231	1.07494	7601	0	0
2023.03.24	15:00:00	1.07496	1.07658	1.07413	1.07570	8425	0	0
2023.03.24	16:00:00	1.07573	1.07676	1.07494	1.07500	7165	0	0
2023.03.24	17:00:00	1.07500	1.07639	1.07416	1.07611	6525	0	0
2023.03.24	18:00:00	1.07611	1.07673	1.07514	1.07574	4774	0	0
2023.03.24	19:00:00	1.07574	1.07677	1.07553	1.07616	3492	0	0
2023.03.24	20:00:00	1.07616	1.07628	1.07541	1.07606	2631	0	0
2023.03.24	21:00:00	1.07607	1.07665	1.07576	1.07590	1999	0	0
2023.03.24	22:00:00	1.07589	1.07628	1.07589	1.07601	1150	0	0
2023.03.27	00:00:00	1.07706	1.07737	1.07644	1.07644	243	0	7
2023.03.27	01:00:00	1.07651	1.07798	1.07649	1.07776	2838	0	2
2023.03.27	02:00:00	1.07777	1.07787	1.07709	1.07778	2073	0	0
2023.03.27	03:00:00	1.07776	1.07776	1.07609	1.07610	2921	0	0
2023.03.27	04:00:00	1.07610	1.07671	1.07576	1.07615	3519	0	0
2023.03.27	05:00:00	1.07616	1.07703	1.07615	1.07698	2007	0	0
2023.03.27	06:00:00	1.07696	1.07749	1.07685	1.07715	2243	0	0
2023.03.27	07:00:00	1.07715	1.07726	1.07641	1.07679	1639	0	0
2023.03.27	08:00:00	1.07679	1.07709	1.07636	1.07654	2703	0	0
2023.03.27	09:00:00	1.07654	1.07666	1.07513	1.07635	4416	0	0
2023.03.27	10:00:00	1.07635	1.07822	1.07451	1.07515	6095	0	0
2023.03.27	11:00:00	1.07514	1.07727	1.07503	1.07667	4983	0	0
2023.03.27	12:00:00	1.07666	1.07695	1.07566	1.07662	3686	0	0
2023.03.27	13:00:00	1.07661	1.07696	1.07616	1.07678	3372	0	0
2023.03.27	14:00:00	1.07678	1.07809	1.07670	1.07718	3539	0	0
2023.03.27	15:00:00	1.07718	1.07804	1.07680	1.07731	4524	0	0
2023.03.27	16:00:00	1.07732	1.07948	1.07702	1.07843	5650	0	0
2023.03.27	17:00:00	1.07843	1.07919	1.07757	1.07816	4920	0	0
2023.03.27	18:00:00	1.07816	1.07900	1.07776	1.07879	3169	0	0
2023.03.27	19:00:00	1.07880	1.07949	1.07864	1.07911	2560	0	0
2023.03.27	20:00:00	1.07911	1.07958	1.07862	1.07940	2478	0	0
2023.03.27	21:00:00	1.07941	1.07967	1.07892	1.07957	1947	0	0
2023.03.27	22:00:00	1.07957	1.07989	1.07922	1.07973	1550	0	0
2023.03.27	23:00:00	1.07973	1.08001	1.07962	1.07977	607	0	0
2023.03.28	00:00:00	1.07974	1.07974	1.07934	1.07964	215	0	11
2023.03.28	01:00:00	1.07959	1.08009	1.07959	1.07990	840	0	1
2023.03.28	02:00:00	1.07990	1.08078	1.07986	1.08063	1304	0	0
2023.03.28	03:00:00	1.08063	1.08179	1.08035	1.08157	2354	0	0
2023.03.28	04:00:00	1.08157	1.08194	1.08104	1.08150	2807	0	0
2023.03.28	05:00:00	1.08149	1.08178	1.08108	1.08139	2103	0	0
2023.03.28	06:00:00	1.08139	1.08179	1.08121	1.08151	1897	0	0
2023.03.28	07:00:00	1.08151	1.08153	1.08100	1.08123	1766	0	0
2023.03.28	08:00:00	1.08122	1.08163	1.08063	1.08103	2092	0	0
2023.03.28	09:00:00	1.08103	1.08190	1.08080	1.08082	3814	0	0
2023.03.28	10:00:00	1.08083	1.08342	1.08083	1.08205	5034	0	0
2023.03.28	11:00:00	1.08206	1.08241	1.08116	1.08123	4094	0	0
2023.03.28	12:00:00	1.08123	1.08230	1.08102	1.08165	3172	0	0
2023.03.28	13:00:00	1.08164	1.08295	1.08145	1.08226	3081	0	0
2023.03.28	14:00:00	1.08226	1.08367	1.08206	1.08314	3338	0	0
2023.03.28	15:00:00	1.08314	1.08469	1.08301	1.08395	5180	0	0
2023.03.28	16:00:00	1.08395	1.08395	1.08223	1.08243	4875	0	0
2023.03.28	17:00:00	1.08246	1.08412	1.08165	1.08321	5629	0	0
2023.03.28	18:00:00	1.08321	1.08461	1.08311	1.08428	3755	0	0
2023.03.28	19:00:00	1.08429	1.08442	1.08315	1.08420	2493	0	0
2023.03.28	20:00:00	1.08423	1.08443	1.08367	1.08377	1830	0	0
2023.03.28	21:00:00	1.08376	1.08439	1.08357	1.08433	1792	0	0
2023.03.28	22:00:00	1.08432	1.08486	1.08414	1.08479	1339	0	0
2023.03.28	23:00:00	1.08472	1.08475	1.08434	1.08444	608	0	0
2023.03.29	00:00:00	1.08454	1.08454	1.08382	1.08392	2388	0	10
2023.03.29	01:00:00	1.08386	1.08447	1.08385	1.08412	669	0	2
2023.03.29	02:00:00	1.08414	1.08416	1.08362	1.08388	880	0	0
2023.03.29	03:00:00	1.08391	1.08476	1.08391	1.08471	2783	0	0
2023.03.29	04:00:00	1.08472	1.08495	1.08395	1.08449	2453	0	0
2023.03.29	05:00:00	1.08449	1.08462	1.08367	1.08377	1722	0	0
2023.03.29	06:00:00	1.08379	1.08391	1.08346	1.08364	1467	0	0
2023.03.29	07:00:00	1.08364	1.08439	1.08338	1.08375	1907	0	0
2023.03.29	08:00:00	1.08383	1.08409	1.08317	1.08321	2207	0	0
2023.03.29	09:00:00	1.08320	1.08344	1.08228	1.08229	3533	0	0
2023.03.29	10:00:00	1.08227	1.08375	1.08178	1.08368	3485	0	0
2023.03.29	11:00:00	1.08362	1.08397	1.08267	1.08329	3854	0	0
2023.03.29	12:00:00	1.08329	1.08627	1.08323	1.08599	3762	0	0
2023.03.29	13:00:00	1.08599	1.08627	1.08509	1.08575	3054	0	0
2023.03.29	14:00:00	1.08574	1.08717	1.08525	1.08551	3717	0	0
2023.03.29	15:00:00	1.08552	1.08602	1.08390	1.08537	4940	0	0
2023.03.29	16:00:00	1.08537	1.08585	1.08327	1.08469	5206	0	0
2023.03.29	17:00:00	1.08468	1.08528	1.08256	1.08312	6490	0	0
2023.03.29	18:00:00	1.08310	1.08437	1.08247	1.08251	5031	0	0
2023.03.29	19:00:00	1.08251	1.08355	1.08236	1.08278	2635	0	0
2023.03.29	20:00:00	1.08278	1.08483	1.08259	1.08465	2328	0	0
2023.03.29	21:00:00	1.08465	1.08473	1.08371	1.08445	2078	0	0
2023.03.29	22:00:00	1.08442	1.08470	1.08392	1.08395	2506	0	0
2023.03.29	23:00:00	1.08395	1.08446	1.08384	1.08444	667	0	0
2023.03.30	00:00:00	1.08432	1.08436	1.08382	1.08396	3373	0	16
2023.03.30	01:00:00	1.08393	1.08483	1.08391	1.08441	1044	0	1
2023.03.30	02:00:00	1.08444	1.08459	1.08398	1.08427	1146	0	0
2023.03.30	03:00:00	1.08429	1.08433	1.08355	1.08376	2037	0	0
2023.03.30	04:00:00	1.08376	1.08377	1.08285	1.08318	2424	0	0
2023.03.30	05:00:00	1.08316	1.08346	1.08273	1.08305	1439	0	0
2023.03.30	06:00:00	1.08305	1.08361	1.08264	1.08329	1375	0	0
2023.03.30	07:00:00	1.08329	1.08414	1.08321	1.08391	867	0	0
2023.03.30	08:00:00	1.08394	1.08467	1.08363	1.08417	2863	0	0
2023.03.30	09:00:00	1.08416	1.08505	1.08321	1.08463	4063	0	0
2023.03.30	10:00:00	1.08457	1.08579	1.08237	1.08550	5884	0	0
2023.03.30	11:00:00	1.08550	1.08794	1.08506	1.08732	4939	0	0
2023.03.30	12:00:00	1.08740	1.08762	1.08591	1.08606	3580	0	0
2023.03.30	13:00:00	1.08606	1.08848	1.08602	1.08788	3258	0	0
2023.03.30	14:00:00	1.08787	1.08813	1.08724	1.08790	2634	0	0
2023.03.30	15:00:00	1.08789	1.09111	1.08786	1.09103	5851	0	0
2023.03.30	16:00:00	1.09103	1.09263	1.09072	1.09171	6470	0	0
2023.03.30	17:00:00	1.09171	1.09210	1.09079	1.09127	5281	0	0
2023.03.30	18:00:00	1.09127	1.09134	1.08946	1.08982	3749	0	0
2023.03.30	19:00:00	1.08982	1.09067	1.08966	1.09050	2299	0	0
2023.03.30	20:00:00	1.09050	1.09056	1.08922	1.09000	2081	0	0
2023.03.30	21:00:00	1.09001	1.09061	1.08964	1.09054	1453	0	0
2023.03.30	22:00:00	1.09055	1.09079	1.09025	1.09068	1272	0	0
2023.03.30	23:00:00	1.09068	1.09074	1.09022	1.09050	635	0	0
2023.03.31	00:00:00	1.09044	1.09065	1.09036	1.09046	351	0	9
2023.03.31	01:00:00	1.09059	1.09060	1.09021	1.09023	735	0	1
2023.03.31	02:00:00	1.09022	1.09061	1.09016	1.09042	1185	0	0
2023.03.31	03:00:00	1.09043	1.09171	1.09039	1.09157	2717	0	0
2023.03.31	04:00:00	1.09156	1.09257	1.09077	1.09081	3236	0	0
2023.03.31	05:00:00	1.09081	1.09126	1.09039	1.09073	2224	0	0
2023.03.31	06:00:00	1.09071	1.09083	1.09012	1.09068	1356	0	0
2023.03.31	07:00:00	1.09067	1.09095	1.09023	1.09034	1007	0	0
2023.03.31	08:00:00	1.09034	1.09043	1.08948	1.08955	1664	0	0
2023.03.31	09:00:00	1.08953	1.09052	1.08881	1.09038	3161	0	0
2023.03.31	10:00:00	1.09040	1.09108	1.08802	1.08848	4622	0	0
2023.03.31	11:00:00	1.08847	1.08919	1.08730	1.08895	4983	0	0
2023.03.31	12:00:00	1.08893	1.08961	1.08754	1.08837	4839	0	0
2023.03.31	13:00:00	1.08838	1.08886	1.08676	1.08693	2816	0	0
2023.03.31	14:00:00	1.08693	1.08794	1.08642	1.08672	2708	0	0
2023.03.31	15:00:00	1.08673	1.08945	1.08673	1.08872	5462	0	0
2023.03.31	16:00:00	1.08873	1.08941	1.08773	1.08915	5525	0	0
2023.03.31	17:00:00	1.08917	1.09018	1.08576	1.08670	6608	0	0
2023.03.31	18:00:00	1.08670	1.08757	1.08589	1.08719	5085	0	0
2023.03.31	19:00:00	1.08719	1.08724	1.08588	1.08694	2918	0	0
2023.03.31	20:00:00	1.08694	1.08712	1.08483	1.08531	2196	0	0
2023.03.31	21:00:00	1.08531	1.08623	1.08518	1.08556	1959	0	0
2023.03.31	22:00:00	1.08554	1.08566	1.08431	1.08458	2551	0	0
2023.03.31	23:00:00	1.08459	1.08461	1.08363	1.08429	1385	0	0
2023.04.03	00:00:00	1.08398	1.08429	1.08368	1.08404	211	0	11
2023.04.03	01:00:00	1.08404	1.08409	1.08048	1.08190	2683	0	2
2023.04.03	02:00:00	1.08190	1.08230	1.08013	1.08023	2993	0	0
2023.04.03	03:00:00	1.08023	1.08147	1.07987	1.08138	3553	0	0
2023.04.03	04:00:00	1.08139	1.08169	1.08028	1.08075	3746	0	0
2023.04.03	05:00:00	1.08075	1.08080	1.07907	1.07937	2676	0	0
2023.04.03	06:00:00	1.07937	1.07979	1.07882	1.07900	2026	0	0
2023.04.03	07:00:00	1.07900	1.07959	1.07898	1.07931	1636	0	0
2023.04.03	08:00:00	1.07931	1.07958	1.07892	1.07954	2181	0	0
2023.04.03	09:00:00	1.07949	1.08163	1.07914	1.08149	4325	0	0
2023.04.03	10:00:00	1.08149	1.08420	1.08126	1.08391	4914	0	0
2023.04.03	11:00:00	1.08390	1.08498	1.08300	1.08429	3307	0	0
2023.04.03	12:00:00	1.08428	1.08544	1.08428	1.08510	3198	0	0
2023.04.03	13:00:00	1.08509	1.08722	1.08497	1.08704	3707	0	0
2023.04.03	14:00:00	1.08704	1.08779	1.08608	1.08768	4152	0	0
2023.04.03	15:00:00	1.08766	1.08766	1.08618	1.08651	4102	0	0
2023.04.03	16:00:00	1.08651	1.08968	1.08645	1.08845	5062	0	0
2023.04.03	17:00:00	1.08845	1.09167	1.08843	1.08871	9824	0	0
2023.04.03	18:00:00	1.08871	1.08940	1.08784	1.08904	4256	0	0
2023.04.03	19:00:00	1.08903	1.08939	1.08840	1.08887	2402	0	0
2023.04.03	20:00:00	1.08887	1.08888	1.08801	1.08871	2415	0	0
2023.04.03	21:00:00	1.08871	1.09008	1.08861	1.08967	2307	0	0
2023.04.03	22:00:00	1.08967	1.09074	1.08948	1.09063	1784	0	0
2023.04.03	23:00:00	1.09062	1.09082	1.09019	1.09031	911	0	0
2023.04.04	00:00:00	1.09015	1.09049	1.08995	1.09001	391	0	12
2023.04.04	01:00:00	1.08998	1.09057	1.08998	1.09036	866	0	1
2023.04.04	02:00:00	1.09038	1.09094	1.09036	1.09066	1084	0	0
2023.04.04	03:00:00	1.09067	1.09099	1.08990	1.09010	2609	0	0
2023.04.04	04:00:00	1.09010	1.09015	1.08903	1.08932	2179	0	0
2023.04.04	05:00:00	1.08930	1.08957	1.08884	1.08908	2001	0	0
2023.04.04	06:00:00	1.08909	1.08925	1.08887	1.08888	1440	0	0
2023.04.04	07:00:00	1.08887	1.08988	1.08879	1.08945	2336	0	0
2023.04.04	08:00:00	1.08945	1.08957	1.08830	1.08857	1692	0	0
2023.04.04	09:00:00	1.08853	1.09084	1.08849	1.09073	3515	0	0
2023.04.04	10:00:00	1.09075	1.09384	1.09022	1.09252	5296	0	0
2023.04.04	11:00:00	1.09253	1.09259	1.09137	1.09171	4271	0	0
2023.04.04	12:00:00	1.09172	1.09361	1.09160	1.09313	4490	0	0
2023.04.04	13:00:00	1.09316	1.09355	1.09163	1.09209	3410	0	0
2023.04.04	14:00:00	1.09209	1.09209	1.08959	1.08976	3324	0	0
2023.04.04	15:00:00	1.08976	1.09095	1.08869	1.08913	4194	0	0
2023.04.04	16:00:00	1.08912	1.09112	1.08885	1.09037	4625	0	0
2023.04.04	17:00:00	1.09037	1.09733	1.09036	1.09696	11451	0	0
2023.04.04	18:00:00	1.09694	1.09703	1.09491	1.09506	5600	0	0
2023.04.04	19:00:00	1.09508	1.09541	1.09432	1.09463	3105	0	0
2023.04.04	20:00:00	1.09463	1.09508	1.09437	1.09484	1748	0	0
2023.04.04	21:00:00	1.09484	1.09538	1.09441	1.09534	1467	0	0
2023.04.04	22:00:00	1.09535	1.09578	1.09511	1.09574	1678	0	0
2023.04.04	23:00:00	1.09574	1.09581	1.09542	1.09560	613	0	0
2023.04.05	00:00:00	1.09547	1.09559	1.09443	1.09544	377	0	9
2023.04.05	01:00:00	1.09543	1.09599	1.09532	1.09571	1483	0	1
2023.04.05	02:00:00	1.09572	1.09615	1.09564	1.09576	1101	0	0
2023.04.05	03:00:00	1.09575	1.09696	1.09568	1.09606	2193	0	0
2023.04.05	04:00:00	1.09605	1.09635	1.09564	1.09574	1289	0	0
2023.04.05	05:00:00	1.09578	1.09643	1.09568	1.09609	2829	0	0
2023.04.05	06:00:00	1.09609	1.09628	1.09554	1.09597	1712	0	0
2023.04.05	07:00:00	1.09597	1.09598	1.09537	1.09550	1414	0	0
2023.04.05	08:00:00	1.09550	1.09589	1.09513	1.09579	1548	0	0
2023.04.05	09:00:00	1.09578	1.09596	1.09467	1.09485	3245	0	0
2023.04.05	10:00:00	1.09484	1.09682	1.09476	1.09504	3912	0	0
2023.04.05	11:00:00	1.09504	1.09548	1.09409	1.09513	3942	0	0
2023.04.05	12:00:00	1.09514	1.09603	1.09440	1.09522	3283	0	0
2023.04.05	13:00:00	1.09521	1.09536	1.09413	1.09458	2584	0	0
2023.04.05	14:00:00	1.09461	1.09471	1.09350	1.09412	2866	0	0
2023.04.05	15:00:00	1.09410	1.09631	1.09376	1.09579	6907	0	0
2023.04.05	16:00:00	1.09578	1.09601	1.09388	1.09401	5522	0	0
2023.04.05	17:00:00	1.09405	1.09668	1.09027	1.09098	10088	0	0
2023.04.05	18:00:00	1.09098	1.09235	1.09056	1.09174	4375	0	0
2023.04.05	19:00:00	1.09175	1.09199	1.08962	1.08968	2498	0	0
2023.04.05	20:00:00	1.08969	1.09006	1.08911	1.09006	2114	0	0
2023.04.05	21:00:00	1.09007	1.09095	1.08995	1.09091	1410	0	0
2023.04.05	22:00:00	1.09090	1.09098	1.09020	1.09038	1277	0	0
2023.04.05	23:00:00	1.09041	1.09061	1.09011	1.09056	593	0	0
2023.04.06	00:00:00	1.09063	1.09068	1.08966	1.09059	1973	0	9
2023.04.06	01:00:00	1.09059	1.09102	1.09056	1.09099	1072	0	1
2023.04.06	02:00:00	1.09098	1.09099	1.09030	1.09030	1118	0	0
2023.04.06	03:00:00	1.09031	1.09046	1.08930	1.08939	1529	0	0
2023.04.06	04:00:00	1.08939	1.08941	1.08846	1.08922	2137	0	0
2023.04.06	05:00:00	1.08923	1.08934	1.08854	1.08866	1146	0	0
2023.04.06	06:00:00	1.08867	1.08924	1.08861	1.08919	1005	0	0
2023.04.06	07:00:00	1.08920	1.08960	1.08898	1.08928	804	0	0
2023.04.06	08:00:00	1.08928	1.08960	1.08897	1.08948	1718	0	0
2023.04.06	09:00:00	1.08948	1.09067	1.08935	1.09022	2754	0	0
2023.04.06	10:00:00	1.09022	1.09173	1.09012	1.09069	4192	0	0
2023.04.06	11:00:00	1.09069	1.09102	1.08934	1.08995	3689	0	0
2023.04.06	12:00:00	1.08994	1.09102	1.08924	1.09087	2684	0	0
2023.04.06	13:00:00	1.09088	1.09088	1.08979	1.09000	2365	0	0
2023.04.06	14:00:00	1.09000	1.09168	1.08998	1.09153	2022	0	0
2023.04.06	15:00:00	1.09152	1.09190	1.08897	1.08922	5519	0	0
2023.04.06	16:00:00	1.08922	1.08999	1.08860	1.08968	4850	0	0
2023.04.06	17:00:00	1.08968	1.09239	1.08927	1.09232	5365	0	0
2023.04.06	18:00:00	1.09232	1.09284	1.09196	1.09261	3480	0	0
2023.04.06	19:00:00	1.09261	1.09377	1.09261	1.09343	1865	0	0
2023.04.06	20:00:00	1.09343	1.09362	1.09293	1.09339	1406	0	0
2023.04.06	21:00:00	1.09339	1.09350	1.09295	1.09312	1308	0	0
2023.04.06	22:00:00	1.09313	1.09313	1.09215	1.09232	1134	0	0
2023.04.06	23:00:00	1.09229	1.09234	1.09163	1.09192	701	0	0
2023.04.07	00:00:00	1.09198	1.09205	1.09161	1.09172	256	0	9
2023.04.07	01:00:00	1.09180	1.09197	1.09152	1.09168	877	0	2
